onset	duration	trial_type	rating
0.26	19.45	fixation_cross	n/a
19.72	3.01	instruction	n/a
22.73	20.06	control_moving_bars	n/a
42.78	6.3	rating	4
49.08	19.7	fixation_cross	n/a
68.79	3.01	instruction	n/a
71.8	20.05	watch_moving_bars	n/a
91.85	2.5	rating	3
94.34	17.4	fixation_cross	n/a
111.74	3.01	instruction	n/a
114.75	20.06	watch_moving_bars	n/a
134.81	2.2	rating	5
137.01	19.75	fixation_cross	n/a
156.76	3.01	instruction	n/a
159.77	20.05	control_moving_bars	n/a
179.82	1.18	rating	4
180.99	18.91	fixation_cross	n/a
199.9	3.01	instruction	n/a
202.9	20.05	watch_static_bars	n/a
222.95	4.68	rating	4
227.62	17.31	fixation_cross	n/a
244.94	3.01	fixation_cross	n/a
247.94	20.06	control_moving_bars	n/a
268	2.76	instruction	n/a
270.76	17.84	fixation_cross	n/a
288.6	3.01	fixation_cross	n/a
291.6	20.04	watch_static_bars	n/a
311.64	3.02	instruction	n/a
314.66	18.63	fixation_cross	n/a
333.29	3.01	fixation_cross	n/a
336.3	20.06	watch_moving_bars	n/a
356.36	3.6	instruction	n/a
359.96	19.86	fixation_cross	n/a
379.82	3.01	fixation_cross	n/a
382.84	20.07	watch_moving_bars	n/a
402.9	2.94	instruction	n/a
405.85	19.91	fixation_cross	n/a
425.75	3.01	fixation_cross	n/a
428.76	20.06	control_moving_bars	n/a
448.82	2.34	instruction	n/a
451.16	17.49	fixation_cross	n/a
468.65	3.01	fixation_cross	n/a
471.66	20.06	watch_moving_bars	n/a
491.72	1.78	instruction	n/a
493.52	19.91	fixation_cross	n/a
513.43	3	fixation_cross	n/a
516.43	20.05	watch_static_bars	n/a
536.48	1.85	instruction	n/a
538.33	19.86	fixation_cross	n/a
558.2	3.01	fixation_cross	n/a
561.21	20.03	watch_static_bars	n/a
581.24	3.92	instruction	n/a
585.16	18.46	fixation_cross	n/a
603.62	3.01	fixation_cross	n/a
606.64	20.05	control_moving_bars	n/a
626.68	1.85	instruction	n/a
628.54	19.4	fixation_cross	n/a
647.93	3.01	fixation_cross	n/a
650.94	20.05	watch_static_bars	n/a
670.98	2.6	instruction	n/a
