onset	duration	trial_type	rating
0.03	18.46	fixation_cross	n/a
18.49	3.02	instruction	n/a
21.5	20.03	watch_static_bars	n/a
41.53	4.65	rating	3
46.19	18.34	fixation_cross	n/a
64.53	3.01	instruction	n/a
67.54	20.06	control_moving_bars	n/a
87.6	2.09	rating	3
89.68	18.94	fixation_cross	n/a
108.63	3.01	instruction	n/a
111.64	20.06	watch_moving_bars	n/a
131.7	3.46	rating	2
135.16	19.14	fixation_cross	n/a
154.3	3.01	instruction	n/a
157.32	20.05	control_moving_bars	n/a
177.36	9.96	rating	3
187.32	19.25	fixation_cross	n/a
206.58	3.01	instruction	n/a
209.6	20.04	watch_static_bars	n/a
229.63	2.63	rating	2
232.26	17.82	fixation_cross	n/a
250.09	3.01	fixation_cross	n/a
253.1	20.06	control_moving_bars	n/a
273.16	8.42	instruction	n/a
281.58	19.05	fixation_cross	n/a
300.62	3	fixation_cross	n/a
303.63	20.06	watch_moving_bars	n/a
323.69	1.61	instruction	n/a
325.3	18.96	fixation_cross	n/a
344.26	3.01	fixation_cross	n/a
347.26	20.06	watch_moving_bars	n/a
367.32	3.37	instruction	n/a
370.7	17.48	fixation_cross	n/a
388.18	3.01	fixation_cross	n/a
391.2	20.03	watch_static_bars	n/a
411.22	1.9	instruction	n/a
413.12	17.37	fixation_cross	n/a
430.5	3	fixation_cross	n/a
433.5	20.03	watch_static_bars	n/a
453.53	2.38	instruction	n/a
455.91	18.5	fixation_cross	n/a
474.41	3	fixation_cross	n/a
477.42	20.06	control_moving_bars	n/a
497.48	3.99	instruction	n/a
501.46	19.88	fixation_cross	n/a
521.34	3.01	fixation_cross	n/a
524.36	20.05	watch_moving_bars	n/a
544.4	4.34	instruction	n/a
548.74	18.04	fixation_cross	n/a
566.78	3.01	fixation_cross	n/a
569.78	20.06	control_moving_bars	n/a
589.84	6.5	instruction	n/a
596.35	18.76	fixation_cross	n/a
615.12	3.01	fixation_cross	n/a
618.13	20.03	watch_static_bars	n/a
638.16	1.31	instruction	n/a
639.47	17.68	fixation_cross	n/a
657.14	3.01	fixation_cross	n/a
660.16	20.06	watch_moving_bars	n/a
680.22	1.25	instruction	n/a
