onset	duration	trial_type	rating
0.04	18.46	fixation_cross	n/a
18.51	3.01	instruction	n/a
21.52	20.04	watch_static_bars	n/a
41.56	4.18	rating	5
45.74	18.34	fixation_cross	n/a
64.08	3.02	instruction	n/a
67.09	20.1	control_moving_bars	n/a
87.2	5.14	rating	4
92.34	18.94	fixation_cross	n/a
111.29	3.01	instruction	n/a
114.3	20.06	watch_moving_bars	n/a
134.36	4.16	rating	3
138.52	19.13	fixation_cross	n/a
157.65	3.01	instruction	n/a
160.66	20.07	control_moving_bars	n/a
180.72	2.59	rating	3
183.31	19.26	fixation_cross	n/a
202.58	3.01	instruction	n/a
205.59	20.04	watch_static_bars	n/a
225.62	2.97	rating	4
228.6	17.83	fixation_cross	n/a
246.43	3.01	fixation_cross	n/a
249.44	20.06	control_moving_bars	n/a
269.5	2.87	instruction	n/a
272.36	19.05	fixation_cross	n/a
291.41	3	fixation_cross	n/a
294.41	20.07	watch_moving_bars	n/a
314.48	4.02	instruction	n/a
318.5	18.97	fixation_cross	n/a
337.47	3	fixation_cross	n/a
340.47	20.05	watch_moving_bars	n/a
360.51	1.81	instruction	n/a
362.32	17.48	fixation_cross	n/a
379.81	3.02	fixation_cross	n/a
382.82	20.03	watch_static_bars	n/a
402.85	2.12	instruction	n/a
404.97	17.36	fixation_cross	n/a
422.34	3.01	fixation_cross	n/a
425.35	20.03	watch_static_bars	n/a
445.38	3.27	instruction	n/a
448.65	18.5	fixation_cross	n/a
467.15	3.01	fixation_cross	n/a
470.16	20.06	control_moving_bars	n/a
490.22	2.89	instruction	n/a
493.11	19.89	fixation_cross	n/a
513	3.01	fixation_cross	n/a
516.01	20.07	watch_moving_bars	n/a
536.08	5.07	instruction	n/a
541.15	18.03	fixation_cross	n/a
559.18	3.01	fixation_cross	n/a
562.19	20.05	control_moving_bars	n/a
582.24	3.48	instruction	n/a
585.72	18.76	fixation_cross	n/a
604.48	3.01	fixation_cross	n/a
607.49	20.03	watch_static_bars	n/a
627.52	1.5	instruction	n/a
629.03	17.67	fixation_cross	n/a
646.7	3.01	fixation_cross	n/a
649.71	20.06	watch_moving_bars	n/a
669.77	3.34	instruction	n/a
