onset	duration	trial_type	rating
0.04	19.12	fixation_cross	n/a
19.16	3.01	instruction	n/a
22.17	20.06	control_moving_bars	n/a
42.23	4.24	rating	4
46.48	17.09	fixation_cross	n/a
63.57	3.01	instruction	n/a
66.58	20.05	watch_moving_bars	n/a
86.63	1.97	rating	2
88.6	17.82	fixation_cross	n/a
106.42	3.01	instruction	n/a
109.44	20.06	watch_moving_bars	n/a
129.5	2.21	rating	4
131.71	17.14	fixation_cross	n/a
148.85	3.01	instruction	n/a
151.86	20.06	control_moving_bars	n/a
171.93	1.81	rating	4
173.74	17.3	fixation_cross	n/a
191.04	3.01	instruction	n/a
194.05	20.05	watch_static_bars	n/a
214.1	2.32	rating	2
216.43	19.48	fixation_cross	n/a
235.9	3.01	fixation_cross	n/a
238.92	20.05	control_moving_bars	n/a
258.96	4.63	instruction	n/a
263.59	19.09	fixation_cross	n/a
282.68	3.01	fixation_cross	n/a
285.68	20.05	watch_static_bars	n/a
305.73	2.19	instruction	n/a
307.92	17.94	fixation_cross	n/a
325.87	3.01	fixation_cross	n/a
328.88	20.07	watch_moving_bars	n/a
348.94	2.17	instruction	n/a
351.12	19.86	fixation_cross	n/a
370.98	3	fixation_cross	n/a
373.98	20.07	watch_moving_bars	n/a
394.04	2.48	instruction	n/a
396.53	17.1	fixation_cross	n/a
413.64	3.01	fixation_cross	n/a
416.64	20.05	control_moving_bars	n/a
436.7	3.17	instruction	n/a
439.86	18.33	fixation_cross	n/a
458.19	3.01	fixation_cross	n/a
461.2	20.05	watch_moving_bars	n/a
481.25	3.44	instruction	n/a
484.69	18.15	fixation_cross	n/a
502.84	3.01	fixation_cross	n/a
505.85	20.04	watch_static_bars	n/a
525.89	2.17	instruction	n/a
528.05	19.3	fixation_cross	n/a
547.35	3	fixation_cross	n/a
550.36	20.05	watch_static_bars	n/a
570.4	1.93	instruction	n/a
572.34	19.39	fixation_cross	n/a
591.73	3.01	fixation_cross	n/a
594.74	20.07	control_moving_bars	n/a
614.81	1.47	instruction	n/a
616.28	17.57	fixation_cross	n/a
633.85	3.01	fixation_cross	n/a
636.86	20.03	watch_static_bars	n/a
656.89	1.66	instruction	n/a
